Date,Open*,High,Low,Close**,Volume,Market Cap
13.Sep.16,11.89,12.09,11.88,11.92,"11,704,300","1,000,535,934"
14.Sep.16,11.9,12.00,11.86,11.92,"5,694,820","1,001,301,306"
15.Sep.16,11.94,12.14,11.92,11.94,"7,309,090","1,002,844,845"
16.Sep.16,11.96,12.75,11.90,12.56,"17,421,500","1,055,235,487"
17.Sep.16,12.56,12.76,12.44,12.7,"7,446,610","1,067,645,133"
18.Sep.16,12.69,12.99,12.16,12.43,"22,433,300","1,045,462,817"
19.Sep.16,12.44,13.19,12.42,13.19,"13,838,800","1,109,717,807"
20.Sep.16,13.21,14.43,13.12,14.43,"31,929,100","1,214,629,780"
21.Sep.16,14.43,14.43,13.17,13.77,"28,645,000","1,159,365,902"
22.Sep.16,13.66,13.66,12.48,13.25,"27,382,800","1,115,922,936"
23.Sep.16,13.21,13.45,13.10,13.33,"9,166,430","1,123,430,818"
24.Sep.16,13.32,13.34,12.68,12.88,"9,824,880","1,085,651,021"
25.Sep.16,12.85,13.11,12.80,13.1,"5,283,440","1,104,901,553"
26.Sep.16,13.17,13.17,12.74,12.82,"7,213,070","1,081,884,909"
27.Sep.16,12.86,13.21,12.86,13.1,"6,831,070","1,105,565,483"
28.Sep.16,13.11,13.48,13.08,13.27,"10,239,000","1,120,893,441"
29.Sep.16,13.28,13.34,13.07,13.07,"5,990,630","1,104,310,043"
30.Sep.16,13.08,13.34,13.02,13.22,"5,950,840","1,117,517,388"
1.Oct.16,13.2,13.31,13.05,13.17,"6,331,160","1,113,568,557"
2.Oct.16,13.18,13.30,13.14,13.2,"4,079,660","1,116,323,115"
3.Oct.16,13.2,13.49,13.19,13.45,"7,458,320","1,138,142,255"
4.Oct.16,13.45,13.53,13.21,13.28,"8,348,280","1,123,727,868"
5.Oct.16,13.28,13.35,13.04,13.04,"9,881,370","1,103,736,600"
6.Oct.16,13.03,13.14,12.69,12.85,"12,044,800","1,088,798,918"
7.Oct.16,12.85,12.99,12.53,12.67,"8,933,050","1,073,405,275"
8.Oct.16,12.67,12.69,12.05,12.22,"11,611,200","1,035,883,228"
9.Oct.16,12.22,12.36,11.98,12.05,"7,208,480","1,022,264,082"
10.Oct.16,12.06,12.06,11.62,11.76,"10,809,200","997,363,895"
11.Oct.16,11.76,12.16,11.75,11.79,"11,727,700","1,000,308,761"
12.Oct.16,11.78,12.07,11.71,11.93,"9,694,640","1,013,248,317"
13.Oct.16,11.91,12.13,11.78,11.96,"8,665,190","1,016,169,767"
14.Oct.16,11.99,12.07,11.90,11.94,"4,333,510","1,014,456,176"
15.Oct.16,11.94,12.00,11.78,11.98,"4,991,840","1,018,682,988"
16.Oct.16,11.98,12.01,11.93,11.95,"3,617,280","1,016,373,308"
17.Oct.16,11.96,12.03,11.86,12.01,"5,724,440","1,021,302,744"
18.Oct.16,12,12.93,12.00,12.59,"18,864,200","1,071,362,741"
19.Oct.16,12.59,12.62,11.91,12.02,"10,576,200","1,023,599,502"
20.Oct.16,12.05,12.29,12.00,12.1,"8,170,760","1,030,522,234"
21.Oct.16,12.13,12.21,12.02,12.18,"5,676,920","1,037,420,190"
22.Oct.16,12.18,12.19,11.95,12.07,"7,583,820","1,028,949,804"
23.Oct.16,12.13,12.14,11.94,12.04,"5,774,660","1,026,301,229"
24.Oct.16,12.04,12.10,11.91,11.97,"5,739,690","1,020,971,991"
25.Oct.16,11.97,11.99,11.15,11.41,"19,316,000","973,991,742"
26.Oct.16,11.38,11.66,11.38,11.53,"10,221,800","984,429,110"
27.Oct.16,11.53,11.61,11.26,11.5,"13,255,400","982,033,774"
28.Oct.16,11.47,11.58,10.95,11.09,"13,971,500","946,972,469"
29.Oct.16,11.1,11.20,9.56,10.44,"27,070,400","892,565,736"
30.Oct.16,10.43,11.45,10.29,11.18,"16,694,900","956,007,454"
31.Oct.16,11.23,11.50,10.94,11,"13,393,900","940,578,264"
1.Nov.16,10.96,11.18,10.30,10.77,"22,901,300","921,057,444"
2.Nov.16,10.77,11.16,10.69,10.75,"11,691,700","920,236,997"
3.Nov.16,10.8,11.11,10.76,10.8,"15,228,600","924,716,659"
4.Nov.16,10.82,11.12,10.82,11.09,"9,958,040","949,862,035"
5.Nov.16,11.09,11.24,10.88,11,"5,502,670","942,653,972"
6.Nov.16,10.99,11.25,10.85,10.87,"5,688,710","931,947,467"
7.Nov.16,10.9,10.96,10.78,10.81,"5,992,480","926,761,430"
8.Nov.16,10.85,10.92,10.74,10.83,"6,258,150","929,246,807"
9.Nov.16,10.82,10.83,10.22,10.66,"14,606,600","914,292,103"
10.Nov.16,10.67,10.68,10.51,10.52,"4,253,980","903,380,024"
11.Nov.16,10.51,10.57,10.26,10.29,"6,056,300","883,565,427"
12.Nov.16,10.29,10.34,9.70,9.88,"10,052,500","848,509,382"
13.Nov.16,9.89,10.41,9.84,10.1,"8,227,770","868,038,290"
14.Nov.16,10.1,10.16,9.96,9.97,"3,573,250","856,753,361"
15.Nov.16,9.97,10.32,9.85,10.22,"6,557,550","878,653,067"
16.Nov.16,10.22,10.33,9.93,10.06,"9,533,550","865,349,966"
17.Nov.16,10.06,10.19,9.92,9.99,"6,984,700","859,814,328"
18.Nov.16,9.99,10.01,9.48,9.48,"10,816,100","815,806,832"
19.Nov.16,9.48,9.75,9.48,9.66,"5,186,540","832,183,861"
20.Nov.16,9.66,9.71,9.52,9.58,"5,173,420","825,305,262"
21.Nov.16,9.58,9.64,9.54,9.62,"3,663,210","829,190,391"
22.Nov.16,9.63,10.24,9.59,9.91,"11,284,400","854,053,528"
23.Nov.16,9.92,9.96,9.76,9.84,"4,812,310","849,020,680"
24.Nov.16,9.85,9.85,8.93,9.23,"15,987,800","796,538,442"
25.Nov.16,9.23,9.75,9.21,9.4,"7,669,720","811,553,949"
26.Nov.16,9.42,9.50,9.31,9.33,"3,505,990","805,474,198"
27.Nov.16,9.31,9.33,8.78,9,"8,707,660","777,313,922"
28.Nov.16,9,9.01,8.72,8.72,"6,046,890","753,971,438"
29.Nov.16,8.73,8.74,7.88,8.17,"17,000,400","706,651,179"
30.Nov.16,8.16,8.75,8.16,8.59,"10,626,600","742,664,775"
1.Dec.16,8.6,8.65,8.36,8.45,"5,882,340","731,254,342"
2.Dec.16,8.46,8.46,7.42,7.76,"18,579,800","671,587,252"
3.Dec.16,7.77,8.15,7.67,7.92,"12,112,100","685,808,136"
4.Dec.16,7.9,7.95,7.44,7.44,"8,450,790","644,685,715"
5.Dec.16,7.41,7.64,6.66,6.82,"17,344,500","591,026,579"
6.Dec.16,6.8,7.92,5.98,7.87,"50,671,200","682,013,454"
7.Dec.16,7.89,8.54,7.33,8.38,"22,229,600","726,702,380"
8.Dec.16,8.38,8.86,8.23,8.23,"16,042,700","713,877,391"
9.Dec.16,8.17,8.67,8.05,8.45,"12,916,300","732,836,297"
10.Dec.16,8.44,8.53,8.02,8.13,"8,108,370","705,254,561"
11.Dec.16,8.13,8.27,8.10,8.19,"5,545,500","711,457,159"
12.Dec.16,8.19,8.61,8.17,8.52,"9,119,700","740,255,866"
13.Dec.16,8.52,8.53,8.35,8.42,"4,486,190","731,892,846"
14.Dec.16,8.45,8.52,8.25,8.27,"7,337,220","718,460,239"
15.Dec.16,8.24,8.24,7.72,7.83,"13,184,400","680,740,349"
16.Dec.16,7.86,7.93,7.80,7.86,"5,178,610","683,575,806"
17.Dec.16,7.86,7.90,7.52,7.88,"8,502,620","685,426,528"
18.Dec.16,7.86,7.93,7.72,7.87,"5,890,020","684,696,555"
19.Dec.16,7.87,7.87,7.63,7.64,"5,894,760","665,654,987"
20.Dec.16,7.63,7.75,7.57,7.66,"6,313,550","667,309,961"
21.Dec.16,7.66,7.94,7.66,7.91,"9,393,550","689,718,972"
22.Dec.16,7.9,7.91,7.50,7.59,"16,376,700","661,247,899"
23.Dec.16,7.58,7.69,7.16,7.17,"19,613,100","624,956,487"
24.Dec.16,7.15,7.41,7.15,7.27,"7,626,020","633,871,896"
25.Dec.16,7.26,7.34,7.14,7.18,"8,671,840","626,189,631"
26.Dec.16,7.13,7.33,7.05,7.27,"5,836,810","635,060,699"
27.Dec.16,7.28,7.32,7.09,7.17,"8,778,610","626,268,701"
28.Dec.16,7.15,7.62,7.08,7.52,"17,453,300","657,011,884"
29.Dec.16,7.54,8.53,7.54,8.28,"27,543,800","724,028,107"
30.Dec.16,8.29,8.47,8.05,8.16,"13,909,900","713,433,620"
31.Dec.16,8.15,8.16,7.91,7.97,"9,066,800","696,993,600"
1.Jan.17,7.98,8.47,7.98,8.17,"14,731,700","715,049,208"
2.Jan.17,8.17,8.44,8.05,8.38,"14,579,600","733,331,654"
3.Jan.17,8.37,10.00,8.32,9.73,"33,625,200","851,512,055"
4.Jan.17,9.71,11.28,9.56,11.25,"41,051,200","985,515,893"
5.Jan.17,11.29,11.89,9.40,10.25,"41,557,400","898,497,892"
6.Jan.17,10.29,10.63,9.63,10.25,"29,471,800","898,845,928"
7.Jan.17,10.24,10.28,9.59,9.87,"23,153,600","865,194,523"
8.Jan.17,9.87,10.39,9.83,10.29,"16,676,600","902,576,769"
9.Jan.17,10.31,10.78,10.14,10.33,"25,718,300","906,044,584"
10.Jan.17,10.37,10.69,10.29,10.55,"10,879,700","926,031,183"
11.Jan.17,10.54,10.66,9.46,9.72,"26,823,500","853,319,722"
12.Jan.17,9.72,10.08,9.18,9.86,"30,453,800","866,237,622"
13.Jan.17,9.83,9.85,9.51,9.77,"25,066,600","858,481,082"
14.Jan.17,9.79,9.89,9.44,9.65,"20,085,800","847,990,590"
15.Jan.17,9.83,10.00,9.60,9.9,"14,837,900","870,948,977"
16.Jan.17,9.88,9.93,9.58,9.64,"14,937,400","847,706,513"
17.Jan.17,9.64,10.61,9.54,10.3,"18,391,900","906,597,925"
18.Jan.17,10.3,10.52,9.94,10.23,"10,788,200","900,365,728"
19.Jan.17,10.24,10.44,10.18,10.4,"8,347,550","915,611,849"
20.Jan.17,10.39,10.76,10.35,10.6,"10,992,800","933,854,252"
21.Jan.17,10.6,10.98,10.58,10.91,"11,937,600","961,383,820"
22.Jan.17,10.91,10.97,10.58,10.7,"8,678,620","943,567,856"
23.Jan.17,10.71,10.84,10.67,10.82,"7,267,210","954,275,900"
24.Jan.17,10.73,10.77,10.57,10.63,"8,327,330","938,004,330"
25.Jan.17,10.62,10.62,10.48,10.57,"6,751,450","932,866,678"
26.Jan.17,10.57,10.67,10.51,10.59,"8,465,020","934,844,928"
27.Jan.17,10.58,10.61,10.44,10.54,"7,189,170","930,599,699"
28.Jan.17,10.54,10.58,10.43,10.56,"6,580,700","933,378,690"
29.Jan.17,10.56,10.57,10.45,10.48,"4,689,950","926,548,657"
30.Jan.17,10.49,10.71,10.47,10.57,"8,042,180","934,593,362"
31.Jan.17,10.56,10.75,10.55,10.73,"11,648,700","948,748,952"
1.Feb.17,10.74,10.85,10.56,10.73,"12,852,200","949,491,718"
2.Feb.17,10.74,10.89,10.55,10.82,"10,172,500","957,731,836"
3.Feb.17,10.81,11.11,10.76,11.11,"12,897,800","984,019,776"
4.Feb.17,11.13,11.50,11.13,11.43,"14,139,500","1,012,625,893"
5.Feb.17,11.44,11.49,11.32,11.35,"5,942,960","1,005,855,021"
6.Feb.17,11.35,11.48,11.34,11.39,"5,695,440","1,009,440,330"
7.Feb.17,11.43,11.61,11.41,11.52,"7,629,640","1,020,961,130"
8.Feb.17,11.54,11.63,11.24,11.43,"9,688,630","1,013,867,331"
9.Feb.17,11.44,11.60,10.67,11.03,"18,400,300","978,825,690"
10.Feb.17,11.05,11.34,10.78,11.28,"11,914,200","1,001,069,228"
11.Feb.17,11.29,11.43,11.24,11.35,"7,544,520","1,007,694,076"
12.Feb.17,11.35,11.40,11.30,11.4,"6,264,900","1,012,466,457"
13.Feb.17,11.38,11.39,11.17,11.27,"7,216,520","1,001,304,093"
14.Feb.17,11.29,13.33,11.29,13.03,"42,911,500","1,157,709,435"
15.Feb.17,13.04,13.04,12.64,12.92,"18,464,700","1,148,742,628"
16.Feb.17,12.92,12.92,12.54,12.9,"38,002,600","1,147,726,668"
17.Feb.17,12.9,12.91,12.66,12.68,"11,636,500","1,127,915,204"
18.Feb.17,12.71,12.83,12.68,12.81,"9,370,010","1,140,211,197"
19.Feb.17,12.82,12.87,12.71,12.76,"7,799,740","1,136,008,890"
20.Feb.17,12.77,12.90,12.43,12.43,"12,994,400","1,107,158,285"
21.Feb.17,12.34,12.77,12.21,12.67,"15,183,300","1,128,781,640"
22.Feb.17,12.69,12.76,12.55,12.6,"10,360,900","1,123,050,433"
23.Feb.17,12.6,13.21,12.56,13.12,"14,522,300","1,169,783,161"
24.Feb.17,13.13,13.23,12.88,13.07,"19,574,400","1,165,715,765"
25.Feb.17,13.06,13.72,12.98,13.55,"18,533,900","1,208,911,983"
26.Feb.17,13.52,14.54,13.40,14.52,"20,307,500","1,296,040,794"
27.Feb.17,14.51,15.68,14.27,15.4,"31,667,000","1,374,757,041"
28.Feb.17,15.45,16.06,15.12,15.82,"65,478,900","1,412,825,288"
1.Mar.17,15.85,17.37,15.56,17.35,"44,927,500","1,550,251,865"
2.Mar.17,17.36,19.35,16.95,19.03,"83,627,104","1,701,011,948"
3.Mar.17,19.04,20.67,18.41,19.46,"95,863,400","1,739,949,803"
4.Mar.17,19.52,20.06,18.62,18.62,"27,341,900","1,665,411,583"
5.Mar.17,18.5,19.42,18.23,19.3,"26,816,300","1,727,148,626"
6.Mar.17,19.28,20.10,19.11,19.61,"32,432,700","1,754,907,794"
7.Mar.17,19.58,19.63,18.64,18.89,"37,972,200","1,691,307,055"
8.Mar.17,18.88,18.88,16.65,16.65,"44,304,600","1,491,498,830"
9.Mar.17,16.64,17.87,16.37,17.75,"31,418,400","1,590,879,625"
10.Mar.17,17.74,19.66,17.68,19.33,"87,506,800","1,732,837,145"
11.Mar.17,19.37,21.59,19.01,21.47,"69,150,096","1,925,342,939"
12.Mar.17,21.46,23.44,21.38,23.44,"74,628,896","2,102,276,260"
13.Mar.17,23.5,30.60,23.50,28.59,"255,488,000","2,565,583,285"
14.Mar.17,28.57,29.93,27.32,28.65,"101,797,000","2,572,014,998"
15.Mar.17,28.65,35.06,28.43,35.06,"170,344,000","3,147,689,118"
16.Mar.17,35.36,47.17,35.36,46.35,"454,417,984","4,162,873,752"
17.Mar.17,45.93,55.11,38.21,46.83,"497,534,016","4,207,676,009"
18.Mar.17,46.87,46.87,31.70,34.16,"262,180,000","3,070,500,515"
19.Mar.17,35.53,47.00,35.34,44.74,"239,430,000","4,022,867,100"
20.Mar.17,44.83,46.23,42.44,43.39,"154,700,992","3,902,862,599"
21.Mar.17,43.51,44.26,42.37,43.15,"91,265,400","3,882,154,700"
22.Mar.17,43.12,43.52,39.69,42.34,"113,952,000","3,811,229,796"
23.Mar.17,42.57,44.75,41.30,43.68,"100,724,000","3,932,863,932"
24.Mar.17,43.64,54.14,43.21,53.11,"297,046,016","4,783,511,280"
25.Mar.17,53.58,53.58,48.31,51.25,"223,059,008","4,617,794,703"
26.Mar.17,50.77,51.80,49.28,50.52,"106,859,000","4,553,738,462"
27.Mar.17,51.31,52.46,48.93,49.67,"118,978,000","4,478,238,274"
28.Mar.17,49.71,50.96,49.15,50.77,"97,745,296","4,579,693,493"
29.Mar.17,50.57,53.87,50.55,53.13,"144,998,000","4,793,424,049"
30.Mar.17,53.12,53.31,51.87,52.21,"86,885,696","4,711,996,588"
31.Mar.17,51.75,51.77,47.38,50.04,"151,416,000","4,517,835,716"
1.Apr.17,50.03,51.93,48.88,50.7,"92,461,904","4,579,187,936"
2.Apr.17,50.74,51.27,45.43,48.75,"134,604,000","4,404,475,423"
3.Apr.17,48.82,48.82,43.41,44.36,"190,512,992","4,009,009,196"
4.Apr.17,43.92,45.74,41.72,44.64,"157,568,000","4,036,201,194"
5.Apr.17,44.66,47.84,44.54,45.3,"119,733,000","4,097,477,788"
6.Apr.17,45.22,45.64,40.90,43.24,"147,120,000","3,912,317,959"
7.Apr.17,42.87,44.04,41.65,42.16,"81,474,704","3,815,963,046"
8.Apr.17,41.8,45.21,41.73,44.31,"74,138,800","4,011,422,381"
9.Apr.17,44.28,44.49,42.89,43.27,"55,143,000","3,918,563,431"
10.Apr.17,43.28,44.14,42.42,43.44,"44,061,500","3,935,103,268"
11.Apr.17,43.5,44.25,43.30,43.41,"38,303,300","3,933,886,291"
12.Apr.17,43.46,47.23,43.11,46.29,"88,045,696","4,196,302,994"
13.Apr.17,46.31,50.91,46.31,50.22,"157,200,000","4,554,299,452"
14.Apr.17,49.97,50.05,46.76,47.57,"91,674,400","4,315,878,957"
15.Apr.17,47.65,49.57,47.18,49.1,"66,207,800","4,455,916,490"
16.Apr.17,49.04,49.14,48.19,48.72,"31,343,800","4,422,644,315"
17.Apr.17,48.66,48.75,48.05,48.3,"44,013,300","4,386,552,041"
18.Apr.17,48.32,51.03,48.30,50.71,"78,748,496","4,606,307,174"
19.Apr.17,50.73,50.95,47.26,48.31,"76,281,000","4,389,519,738"
20.Apr.17,48.13,49.99,48.13,49.67,"79,600,896","4,515,241,563"
21.Apr.17,49.64,49.66,48.14,48.22,"45,048,300","4,385,105,012"
22.Apr.17,48.18,48.74,48.17,48.55,"37,357,600","4,416,442,028"
23.Apr.17,48.59,48.89,48.17,48.49,"36,234,000","4,412,126,295"
24.Apr.17,48.87,50.18,48.87,50.03,"55,580,600","4,553,943,109"
25.Apr.17,50.07,50.30,49.81,49.89,"38,264,600","4,542,708,761"
26.Apr.17,49.91,53.44,49.91,52.72,"104,884,000","4,801,851,008"
27.Apr.17,52.81,62.17,52.29,62.17,"246,775,008","5,664,157,655"
28.Apr.17,62.23,70.85,62.13,70.16,"346,545,984","6,394,355,247"
29.Apr.17,71.39,71.90,66.78,68.38,"165,448,000","6,233,911,088"
30.Apr.17,68.54,79.02,68.35,79.02,"229,944,992","7,206,669,917"
1.May.17,79.32,82.52,73.09,76.3,"376,841,984","6,960,466,482"
2.May.17,76.65,79.35,74.38,77.26,"193,772,992","7,050,941,746"
3.May.17,77.25,80.10,75.76,79.72,"141,922,000","7,277,279,246"
4.May.17,79.72,97.56,79.43,96.98,"366,847,008","8,856,050,446"
5.May.17,96.73,103.23,92.22,94.4,"331,928,000","8,622,992,171"
6.May.17,94.91,97.88,90.95,97.81,"151,462,000","8,937,843,151"
7.May.17,97.87,98.24,89.87,94.01,"183,295,008","8,592,854,298"
8.May.17,93.75,95.14,89.51,91.42,"231,344,000","8,359,085,414"
9.May.17,91.23,93.06,80.39,91.16,"363,433,984","8,338,258,352"
10.May.17,91.15,92.85,85.29,89.52,"145,602,000","8,191,083,680"
11.May.17,89.77,102.55,88.48,89.88,"132,722,000","8,226,220,249"
12.May.17,89.43,93.12,88.66,88.66,"145,824,992","8,116,816,184"
13.May.17,88.69,93.81,86.66,90.84,"88,742,200","8,319,066,651"
14.May.17,90.87,91.25,89.61,90.79,"66,046,600","8,317,148,601"
15.May.17,90.78,95.43,86.83,92.41,"170,999,008","8,468,960,166"
16.May.17,92.39,93.56,89.12,89.44,"152,284,992","8,198,722,531"
17.May.17,89.25,91.27,84.43,89.86,"183,031,008","8,239,948,169"
18.May.17,89.84,97.37,89.84,96.91,"196,236,992","8,888,797,357"
19.May.17,97.05,133.56,97.05,129.53,"626,945,024","11,884,632,930"
20.May.17,129.22,133.64,124.70,126.52,"331,455,008","11,612,447,946"
21.May.17,127.54,159.03,125.89,157.94,"570,361,024","14,500,421,529"
22.May.17,158.17,201.75,152.47,174.26,"1,188,909,952","16,004,156,112"
23.May.17,170.82,183.55,169.93,181.95,"530,708,992","16,715,702,521"
24.May.17,182.65,228.37,182.45,190.05,"561,014,016","17,464,735,543"
25.May.17,189.85,210.98,170.51,174.45,"943,636,992","16,036,165,877"
26.May.17,175.22,193.69,150.28,160.4,"792,457,984","14,749,889,600"
27.May.17,159.82,166.95,120.44,157.76,"1,217,059,968","14,511,207,045"
28.May.17,158.82,179.93,157.60,170.51,"717,971,008","15,689,192,548"
29.May.17,170.13,197.13,164.53,194.91,"718,828,032","17,939,882,189"
30.May.17,195.61,233.71,189.29,231.91,"1,586,669,952","21,352,550,184"
31.May.17,231.58,236.96,215.57,230.67,"1,271,600,000","21,244,817,139"
1.Jun.17,230.89,236.22,214.48,222.24,"812,924,032","20,474,652,879"
2.Jun.17,222.29,229.41,219.58,223.77,"469,532,000","20,622,162,299"
3.Jun.17,223.46,225.97,219.42,224.38,"427,896,000","20,683,715,605"
4.Jun.17,224.12,250.41,223.98,245.33,"753,820,032","22,622,207,553"
5.Jun.17,245.26,249.47,243.05,248.46,"435,660,000","22,917,910,489"
6.Jun.17,248.6,267.51,246.84,264.47,"741,553,024","24,401,181,121"
7.Jun.17,264.26,264.67,254.04,258.07,"461,648,992","23,818,300,202"
8.Jun.17,257.99,262.25,253.98,261.67,"385,494,016","24,157,329,921"
9.Jun.17,261.75,282.76,261.75,281.74,"557,985,984","26,018,098,658"
10.Jun.17,282.01,350.26,282.01,337.67,"1,611,629,952","31,192,780,483"
11.Jun.17,338.79,353.01,318.17,340.61,"1,373,219,968","31,473,965,821"
12.Jun.17,341.16,414.76,341.16,401.49,"2,882,650,112","37,110,948,644"
13.Jun.17,395.69,411.18,370.06,397.54,"1,717,379,968","36,756,801,123"
14.Jun.17,397.59,399.32,342.21,359.05,"1,272,579,968","33,208,658,542"
15.Jun.17,358.51,364.44,300.70,361.93,"2,463,450,112","33,485,258,152"
16.Jun.17,361.18,373.05,341.42,370.23,"1,096,280,064","34,263,095,462"
17.Jun.17,369.88,379.41,364.00,379.41,"904,652,992","35,124,053,707"
18.Jun.17,379.52,390.58,368.84,371.46,"904,702,976","34,398,150,201"
19.Jun.17,371.86,377.11,369.76,370.06,"685,171,968","34,278,915,230"
20.Jun.17,370.33,377.97,350.94,359.01,"1,020,390,016","33,260,958,885"
21.Jun.17,359.54,361.34,319.48,336.87,"1,420,130,048","31,222,823,000"
22.Jun.17,337.73,342.03,330.62,336.37,"925,766,976","31,185,326,164"
23.Jun.17,336.48,348.01,334.99,341.74,"593,206,976","31,691,908,924"
24.Jun.17,341.63,343.62,322.09,323.7,"673,585,024","30,027,238,696"
25.Jun.17,323.47,332.79,284.65,303.25,"1,186,880,000","28,138,409,364"
26.Jun.17,302.95,311.46,238.65,272.69,"2,081,810,048","25,309,759,968"
27.Jun.17,272.69,293.09,227.14,293.09,"1,973,869,952","27,211,279,055"
28.Jun.17,293.04,333.10,276.41,327.93,"2,056,550,016","30,454,577,323"
29.Jun.17,328.37,330.71,297.37,302.88,"1,508,579,968","28,136,918,558"
30.Jun.17,303.15,315.17,288.44,294.92,"1,011,800,000","27,404,731,861"
1.Jul.17,293.35,293.75,268.62,274.6,"1,089,200,000","25,524,313,603"
2.Jul.17,275.12,295.51,262.52,287.99,"1,123,330,048","26,776,243,984"
3.Jul.17,288.41,291.10,281.18,282.9,"851,408,000","26,310,761,677"
4.Jul.17,282.19,287.39,273.11,273.3,"687,691,008","25,425,860,777"
5.Jul.17,273.1,275.13,261.45,268.77,"790,256,000","25,011,710,285"
6.Jul.17,268.86,278.48,265.51,270.55,"623,080,000","25,179,348,911"
7.Jul.17,270.35,273.94,244.17,245.99,"687,251,968","22,900,134,646"
8.Jul.17,245.89,273.48,236.55,251.7,"754,958,016","23,443,013,086"
9.Jul.17,251.82,255.10,242.14,242.14,"505,118,016","22,559,120,946"
10.Jul.17,243.01,243.07,196.96,215.36,"937,219,008","20,069,373,698"
11.Jul.17,211.52,220.29,183.39,197.4,"1,440,950,016","18,401,040,701"
12.Jul.17,197.15,230.77,189.59,230.77,"1,241,190,016","21,517,152,174"
13.Jul.17,231.81,231.81,200.07,209.73,"828,489,024","19,560,300,930"
14.Jul.17,209.53,211.10,187.37,199.66,"749,382,016","18,625,794,688"
15.Jul.17,199.71,200.16,170.65,170.65,"810,451,968","15,923,953,593"
16.Jul.17,169.57,172.01,133.72,157.36,"1,516,889,984","14,687,441,605"
17.Jul.17,159.99,194.75,158.04,193.42,"1,669,500,032","18,057,735,704"
18.Jul.17,195.03,267.99,182.06,234.39,"2,709,260,032","21,887,962,776"
19.Jul.17,234.94,245.65,191.74,199.7,"2,328,790,016","18,653,610,729"
20.Jul.17,205.42,233.90,203.22,227.26,"2,224,999,936","21,233,651,866"
21.Jul.17,226.06,235.12,213.01,218.3,"1,006,129,984","20,401,709,506"
22.Jul.17,217.86,232.70,216.87,229.48,"618,259,968","21,451,273,566"
23.Jul.17,229.12,231.68,217.72,225.95,"649,614,976","21,127,295,409"
24.Jul.17,226.29,227.54,222.45,224.71,"431,691,008","21,016,755,177"
25.Jul.17,224.37,225.32,195.85,206.71,"1,095,760,000","19,338,262,506"
26.Jul.17,207.09,210.77,194.78,203.95,"717,692,032","19,085,332,800"
27.Jul.17,204.86,206.44,201.26,204.32,"393,283,008","19,124,468,250"
28.Jul.17,204.32,204.90,192.30,193.12,"562,571,008","18,081,289,103"
29.Jul.17,193.34,208.68,179.65,205.79,"824,355,008","19,272,280,500"
30.Jul.17,206.74,208.54,196.15,197.98,"596,233,984","18,545,669,554"
31.Jul.17,197.4,203.87,193.41,203.87,"569,414,016","19,102,596,755"
1.Aug.17,204.69,227.74,204.69,226.77,"1,585,330,048","21,252,988,047"
2.Aug.17,227.01,229.51,218.12,219.95,"632,606,016","20,618,746,852"
3.Aug.17,220.18,228.29,219.89,225.34,"557,217,024","21,128,736,918"
4.Aug.17,225.31,227.62,222.06,223.07,"539,782,976","20,920,682,038"
5.Aug.17,222.85,256.51,221.95,256.51,"1,332,999,936","24,061,766,194"
6.Aug.17,256.42,271.05,252.85,261.57,"1,482,979,968","24,541,904,159"
7.Aug.17,261.24,271.96,256.69,269.18,"935,726,976","25,262,099,071"
8.Aug.17,269.1,298.91,266.80,296.77,"1,502,409,984","27,857,712,299"
9.Aug.17,297.63,318.72,276.69,296.03,"2,638,579,968","27,794,475,648"
10.Aug.17,296.96,306.59,289.93,295.89,"1,076,819,968","27,788,165,832"
11.Aug.17,294.49,309.21,294.49,308.86,"953,576,000","29,013,166,489"
12.Aug.17,308.71,317.56,307.90,310.6,"1,111,650,048","29,183,139,234"
13.Aug.17,310.37,310.82,289.31,298.06,"1,369,369,984","28,011,760,531"
14.Aug.17,298.03,306.81,296.41,300.1,"864,390,976","28,209,451,117"
15.Aug.17,299.95,300.41,279.33,289.82,"1,051,800,000","27,249,639,651"
16.Aug.17,289.82,303.41,285.39,302.27,"967,643,008","28,426,961,863"
17.Aug.17,302.8,311.03,300.25,301.46,"909,494,016","28,357,573,570"
18.Aug.17,301.7,307.96,292.50,295.59,"936,160,000","27,812,276,026"
19.Aug.17,296.18,301.67,286.18,297.47,"860,201,984","27,995,885,731"
20.Aug.17,296.64,301.43,291.58,301.43,"571,947,008","28,375,046,491"
21.Aug.17,300.48,347.05,297.23,321.59,"2,448,969,984","30,280,406,340"
22.Aug.17,321.05,327.36,297.91,314.79,"1,336,400,000","29,646,659,314"
23.Aug.17,315.27,324.21,314.54,317.52,"811,990,016","29,911,326,162"
24.Aug.17,317.45,327.96,317.08,325.61,"697,665,024","30,680,964,300"
25.Aug.17,326.11,336.40,325.80,331.92,"760,329,024","31,281,210,162"
26.Aug.17,331.99,334.98,327.92,333.88,"514,180,992","31,472,781,162"
27.Aug.17,334.36,347.89,334.36,347.89,"633,369,984","32,799,991,739"
28.Aug.17,350.04,352.05,338.41,347.75,"854,318,976","32,792,635,350"
29.Aug.17,347.96,373.76,347.79,370.67,"1,220,029,952","34,961,063,278"
30.Aug.17,369.47,388.75,361.97,378.48,"1,333,319,936","35,705,639,885"
31.Aug.17,378.44,386.14,376.35,383.04,"706,254,016","36,142,706,814"
1.Sep.17,383.47,390.04,383.47,387.74,"874,222,016","36,593,410,761"
